Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-03-05 00:00:00-05:00,156.0599976,157.6199951,155.7200012,157.4900055,17973500,0,0,0
2020-03-06 00:00:00-05:00,158.3300018,159.25,154.5399933,157.5500031,26973400,0,0,0
2020-03-09 00:00:00-04:00,158.6000061,159.3699951,156.3300018,157.8099976,24868700,0,0,0
2020-03-10 00:00:00-04:00,156.1799927,156.4100037,154.3899994,154.4799957,18811500,0,0,0
2020-03-11 00:00:00-04:00,156.25,156.5,153.6100006,153.9299927,18159900,0,0,0
2020-03-12 00:00:00-04:00,151.5299988,151.5500031,146.8500061,147.7899933,32893400,0,0,0
2020-03-13 00:00:00-04:00,149.4199982,149.6000061,141.5800018,143.2799988,35177200,0,0,0
2020-03-16 00:00:00-04:00,137.5599976,142.9600067,136.1199951,141.6399994,24496000,0,0,0
2020-03-17 00:00:00-04:00,140.1799927,146.1999969,139.9299927,143.5599976,24490300,0,0,0
2020-03-18 00:00:00-04:00,141.75,142.8800049,138.5,140.6999969,21953400,0,0,0
2020-03-19 00:00:00-04:00,139.0800018,140.5,137.8500061,138.0399933,20828900,0,0,0
2020-03-20 00:00:00-04:00,140.7100067,141.1699982,139.1399994,140.1100006,20056000,0,0,0
2020-03-23 00:00:00-04:00,142.6799927,146.9299927,142.2799988,146.3000031,28275200,0,0,0
2020-03-24 00:00:00-04:00,153.5,155.6600037,152.0500031,153.3999939,20743500,0,0,0
2020-03-25 00:00:00-04:00,152.5800018,152.8800049,151.0099945,151.3000031,16457200,0,0,0
2020-03-26 00:00:00-04:00,153.3099976,154.8099976,152.0800018,153.2400055,12778200,0,0,0
2020-03-27 00:00:00-04:00,153,153.5500031,152,152.25,9824600,0,0,0
2020-03-30 00:00:00-04:00,152.4100037,153.0800018,151.5700073,152.9199982,12080900,0,0,0
2020-03-31 00:00:00-04:00,151.3600006,151.8000031,147.9700012,148.0500031,13319500,0,0,0
2020-04-01 00:00:00-04:00,148.1999969,150.0800018,147.8500061,149.4499969,11827400,0,0,0
2020-04-02 00:00:00-04:00,151.1999969,152.5,150.6999969,151.8999939,9188300,0,0,0
2020-04-03 00:00:00-04:00,152.2299957,153.0899963,151.6600037,152.6499939,8469100,0,0,0
2020-04-06 00:00:00-04:00,154.1600037,157.2200012,153.9600067,156.8800049,14739300,0,0,0
2020-04-07 00:00:00-04:00,155.3300018,156.1399994,154.3800049,156.0399933,9195400,0,0,0
2020-04-08 00:00:00-04:00,155.9100037,155.9400024,154.5899963,154.6499939,7600800,0,0,0
2020-04-09 00:00:00-04:00,158.0800018,159.0800018,157.2100067,158.6900024,18123000,0,0,0
2020-04-13 00:00:00-04:00,159.1699982,162.3800049,158.6300049,161.4100037,20549200,0,0,0
2020-04-14 00:00:00-04:00,162.7299957,164.4199982,161.7799988,162.6799927,17095100,0,0,0
2020-04-15 00:00:00-04:00,161.8000031,162.5399933,160.8099976,161.8500061,12141900,0,0,0
2020-04-16 00:00:00-04:00,161.8800049,163.1499939,160.6499939,161.7100067,9233200,0,0,0
2020-04-17 00:00:00-04:00,159.7200012,160.0700073,158.1199951,158.5700073,14652700,0,0,0
2020-04-20 00:00:00-04:00,158.6199951,160.2200012,158.4600067,159.6999969,10688700,0,0,0
2020-04-21 00:00:00-04:00,157.6000061,159.2100067,157.0399933,158.6100006,12478100,0,0,0
2020-04-22 00:00:00-04:00,160.5,161.7400055,160.4199982,161.7299957,12902100,0,0,0
2020-04-23 00:00:00-04:00,162.3899994,163.6000061,161.8399963,163.3399963,14928500,0,0,0
2020-04-24 00:00:00-04:00,163.1300049,163.3099976,160.8899994,162.6399994,11199300,0,0,0
2020-04-27 00:00:00-04:00,161.8800049,162,160.4100037,161.5599976,9033500,0,0,0
2020-04-28 00:00:00-04:00,160.8899994,160.9799957,159.1600037,160.8399963,10383000,0,0,0
2020-04-29 00:00:00-04:00,160.1000061,161.8500061,159.7599945,161.7299957,12232300,0,0,0
2020-04-30 00:00:00-04:00,160.2200012,160.8200073,158.1300049,158.8000031,13633500,0,0,0
2020-05-01 00:00:00-04:00,158,160.4499969,157.8000031,159.7799988,10914300,0,0,0
2020-05-04 00:00:00-04:00,160.3300018,160.9499969,159.9100037,160.3399963,7986200,0,0,0
2020-05-05 00:00:00-04:00,160.1600037,161.1000061,159.3300018,161.0200043,10563100,0,0,0
2020-05-06 00:00:00-04:00,158.9900055,159.8099976,158.1000061,158.9499969,13352000,0,0,0
2020-05-07 00:00:00-04:00,159.5,161.9600067,159.3600006,161.3899994,13691700,0,0,0
2020-05-08 00:00:00-04:00,161.0800018,162,160,160.4199982,12240900,0,0,0
2020-05-11 00:00:00-04:00,160.3399963,160.7100067,158.8899994,159.4199982,11209800,0,0,0
2020-05-12 00:00:00-04:00,160.3000031,160.9499969,159.7200012,160.0399933,10406000,0,0,0
2020-05-13 00:00:00-04:00,160.9400024,161.6199951,160.5399933,161.5800018,10950400,0,0,0
2020-05-14 00:00:00-04:00,161.5299988,163.3399963,161.5099945,163.0099945,17084400,0,0,0
2020-05-15 00:00:00-04:00,164.0200043,164.8000031,163.0800018,163.9299927,13918800,0,0,0
2020-05-18 00:00:00-04:00,164.3300018,164.5,162.4100037,162.6900024,14133800,0,0,0
2020-05-19 00:00:00-04:00,163.6000061,164.4299927,163.0399933,164.2599945,8535800,0,0,0
2020-05-20 00:00:00-04:00,164.5399933,164.9600067,163.8899994,164.6499939,10666100,0,0,0
2020-05-21 00:00:00-04:00,163.4600067,163.5800018,161.3699951,162.25,11791000,0,0,0
2020-05-22 00:00:00-04:00,162.8800049,163.4700012,162.7400055,163.2100067,8540900,0,0,0
2020-05-26 00:00:00-04:00,162.5800018,162.5800018,160.6900024,160.8899994,13972000,0,0,0
2020-05-27 00:00:00-04:00,159.4199982,161.3399963,159.1999969,161.1799927,13063500,0,0,0
2020-05-28 00:00:00-04:00,162.1199951,162.4600067,160.8999939,161.7200012,9758500,0,0,0
2020-05-29 00:00:00-04:00,162.5800018,163.3999939,162.3200073,162.9100037,12581800,0,0,0
2020-06-01 00:00:00-04:00,162.9199982,163.7400055,162.3899994,163.6600037,8140200,0,0,0
2020-06-02 00:00:00-04:00,163.8899994,164.0800018,161.8600006,162.6000061,10388900,0,0,0
2020-06-03 00:00:00-04:00,160.3399963,160.8999939,158.8200073,159.6000061,17000500,0,0,0
2020-06-04 00:00:00-04:00,161.1399994,161.8699951,159.8399963,161.2799988,10094000,0,0,0
2020-06-05 00:00:00-04:00,158.7200012,158.7200012,157.0399933,158.0099945,16021200,0,0,0
2020-06-08 00:00:00-04:00,158.8999939,159.8600006,158.4700012,159.7200012,9244400,0,0,0
2020-06-09 00:00:00-04:00,161.1000061,161.7799988,160.8699951,161.2599945,9045600,0,0,0
2020-06-10 00:00:00-04:00,162.1000061,163.6300049,160.5200043,163.5700073,13009300,0,0,0
2020-06-11 00:00:00-04:00,163.3500061,164.0599976,161.9700012,162.3899994,11673900,0,0,0
2020-06-12 00:00:00-04:00,163.4100037,163.8800049,162.5599976,162.6199951,6895400,0,0,0
2020-06-15 00:00:00-04:00,160.5200043,162.5599976,160.1600037,162.3300018,8532500,0,0,0
2020-06-16 00:00:00-04:00,161.8500061,162.6900024,161.3600006,162.25,7964000,0,0,0
2020-06-17 00:00:00-04:00,162,162.6199951,161.7700043,162.5599976,4758200,0,0,0
2020-06-18 00:00:00-04:00,162.1999969,162.3200073,161.4400024,162.2400055,5397600,0,0,0
2020-06-19 00:00:00-04:00,162.8699951,164.0899963,162.7799988,164.0299988,12187400,0,0,0
2020-06-22 00:00:00-04:00,165.0599976,165.7299957,164.4100037,165.0899963,12385600,0,0,0
2020-06-23 00:00:00-04:00,165.6300049,166.5200043,165.5200043,166.4799957,12137300,0,0,0
2020-06-24 00:00:00-04:00,166.0099945,166.9900055,165.4499969,165.8999939,10901400,0,0,0
2020-06-25 00:00:00-04:00,165.8899994,165.9100037,165.1600037,165.8000031,7093800,0,0,0
2020-06-26 00:00:00-04:00,164.8699951,166.5599976,164.2200012,166.5399933,9753500,0,0,0
2020-06-29 00:00:00-04:00,166.5599976,166.8000031,166.1799927,166.6300049,6735700,0,0,0
2020-06-30 00:00:00-04:00,166.3099976,167.9900055,166.1900024,167.3699951,12762300,0,0,0
2020-07-01 00:00:00-04:00,167.0500031,167.0599976,165.3399963,166.6199951,13214800,0,0,0
2020-07-02 00:00:00-04:00,166.1999969,167.2400055,166.0200043,166.9799957,8753500,0,0,0
2020-07-06 00:00:00-04:00,167.75,168,167.1900024,167.9799957,7265700,0,0,0
2020-07-07 00:00:00-04:00,167.4100037,169.0399933,167.3800049,169.0399933,11633100,0,0,0
2020-07-08 00:00:00-04:00,170.3200073,170.8600006,169.7799988,170.0899963,11662700,0,0,0
2020-07-09 00:00:00-04:00,170.4799957,170.6399994,168.7799988,169.6300049,13327400,0,0,0
2020-07-10 00:00:00-04:00,169.9499969,170.1499939,168.5700073,169.1900024,8218000,0,0,0
2020-07-13 00:00:00-04:00,170.2899933,170.4199982,169.1600037,169.3999939,11095900,0,0,0
2020-07-14 00:00:00-04:00,168.9700012,170.1999969,168.8099976,170.1900024,9812700,0,0,0
2020-07-15 00:00:00-04:00,169.6199951,170.4299927,169.3899994,170.3399963,7533800,0,0,0
2020-07-16 00:00:00-04:00,169.8000031,170,168.6499939,168.7299957,10242400,0,0,0
2020-07-17 00:00:00-04:00,169.9400024,170.2700043,169.6100006,170.1199951,10296000,0,0,0
2020-07-20 00:00:00-04:00,170.7599945,171.0700073,170.2700043,170.9400024,10095500,0,0,0
2020-07-21 00:00:00-04:00,172.5299988,173.25,172.3099976,173,12826100,0,0,0
2020-07-22 00:00:00-04:00,174.0500031,175.7700043,173.7599945,175.6300049,18712500,0,0,0
2020-07-23 00:00:00-04:00,176.1699982,178.4100037,175.6499939,177.1799927,23006800,0,0,0
2020-07-24 00:00:00-04:00,179.1399994,179.1600037,178.1999969,178.6999969,15601300,0,0,0
2020-07-27 00:00:00-04:00,181.8500061,182.8300018,181.5299988,182.2299957,21115600,0,0,0
2020-07-28 00:00:00-04:00,182.0200043,184.2599945,181.4199982,183.75,21164600,0,0,0
2020-07-29 00:00:00-04:00,184.0099945,186.1399994,182.3899994,185.1300049,25640100,0,0,0
2020-07-30 00:00:00-04:00,183.4400024,184.3300018,182.1300049,183.7599945,18061200,0,0,0
2020-07-31 00:00:00-04:00,184.5099945,185.75,184.1699982,185.4299927,15876700,0,0,0
2020-08-03 00:00:00-04:00,185.0500031,185.8200073,184.1999969,185.6399994,12897000,0,0,0
2020-08-04 00:00:00-04:00,185.6100006,189.6000061,185.2100067,189.5899963,20773200,0,0,0
2020-08-05 00:00:00-04:00,191.6499939,193.1300049,190.6199951,191.3500061,27078100,0,0,0
2020-08-06 00:00:00-04:00,193.7400055,194.4499969,192.5200043,193.8899994,20640100,0,0,0
2020-08-07 00:00:00-04:00,192.7100067,192.9600067,189.3300018,190.8099976,24570200,0,0,0
2020-08-10 00:00:00-04:00,191.1999969,192.6100006,189.6600037,190.1499939,19047200,0,0,0
2020-08-11 00:00:00-04:00,183.5700073,183.9799957,179.4299927,179.9400024,45355000,0,0,0
2020-08-12 00:00:00-04:00,182.6100006,183.1000061,179.0399933,179.1000061,28660500,0,0,0
2020-08-13 00:00:00-04:00,181.5599976,184.6999969,181.3600006,183.3300018,18596800,0,0,0
2020-08-14 00:00:00-04:00,183.4400024,183.7200012,181.4900055,182.5399933,11792000,0,0,0
2020-08-17 00:00:00-04:00,184.6900024,187.0099945,184.6600037,186.5,15709800,0,0,0
2020-08-18 00:00:00-04:00,189.1799927,189.3999939,185.6300049,188.1799927,16291600,0,0,0
2020-08-19 00:00:00-04:00,187.2100067,187.4600067,181.7100067,182.2400055,24646900,0,0,0
2020-08-20 00:00:00-04:00,181.1900024,183.7100067,180.9299927,183.5,16692200,0,0,0
2020-08-21 00:00:00-04:00,182.1399994,182.8099976,180.4700012,182.0299988,12713700,0,0,0
2020-08-24 00:00:00-04:00,182.9100037,182.9299927,180.6900024,181,11605800,0,0,0
2020-08-25 00:00:00-04:00,181.0599976,181.25,179.7299957,181.2200012,10056100,0,0,0
2020-08-26 00:00:00-04:00,180.2599945,183.5800018,180.1999969,183.3600006,12715800,0,0,0
2020-08-27 00:00:00-04:00,185,185.1699982,179.3699951,181.2400055,16299200,0,0,0
2020-08-28 00:00:00-04:00,183.9799957,185.3999939,183.3999939,184.3899994,13200800,0,0,0
2020-08-31 00:00:00-04:00,184.7899933,185.5299988,184.2799988,184.8300018,10251200,0,0,0
2020-09-01 00:00:00-04:00,186.9900055,186.9900055,184.3300018,185.0500031,10662100,0,0,0
2020-09-02 00:00:00-04:00,183.75,183.8600006,181.5,182.6199951,11536900,0,0,0
2020-09-03 00:00:00-04:00,182.3000031,182.8200073,180.4900055,181.1399994,12148100,0,0,0
2020-09-04 00:00:00-04:00,180.9499969,182.1000061,180.0500031,181.6399994,11567900,0,0,0
2020-09-08 00:00:00-04:00,179.5,182.2700043,179.0200043,181.2899933,13229200,0,0,0
2020-09-09 00:00:00-04:00,182.5,183.2200012,182.1900024,183.0500031,8424100,0,0,0
2020-09-10 00:00:00-04:00,184.2299957,184.6799927,182.2799988,182.4600067,9143600,0,0,0
2020-09-11 00:00:00-04:00,183.1399994,183.5500031,182.0099945,182.4499969,7662300,0,0,0
2020-09-14 00:00:00-04:00,183.5700073,184.3000031,183.3899994,183.8899994,9709500,0,0,0
2020-09-15 00:00:00-04:00,184.4600067,184.6699982,182.9199982,183.4499969,7993700,0,0,0
2020-09-16 00:00:00-04:00,184.9799957,185.0099945,183.3300018,183.9700012,12702400,0,0,0
2020-09-17 00:00:00-04:00,181.9199982,183.0899963,181.4799957,182.9600067,8836200,0,0,0
2020-09-18 00:00:00-04:00,183.0700073,184.0899963,182.6399994,183.1999969,9959700,0,0,0
2020-09-21 00:00:00-04:00,179.8399963,180.2899933,176.75,179.5200043,17436100,0,0,0
2020-09-22 00:00:00-04:00,179.6300049,180.0200043,178.1100006,178.6499939,7977900,0,0,0
2020-09-23 00:00:00-04:00,176.9799957,177.2599945,174.1000061,174.7899933,18134000,0,0,0
2020-09-24 00:00:00-04:00,174.3600006,176.2400055,173.7700043,175.4400024,11759200,0,0,0
2020-09-25 00:00:00-04:00,174.4100037,175.3000031,173.8899994,174.9400024,6779200,0,0,0
2020-09-28 00:00:00-04:00,175.8300018,176.8099976,175.0899963,176.6999969,7109700,0,0,0
2020-09-29 00:00:00-04:00,177.1900024,178.3300018,176.9499969,178.1900024,8718500,0,0,0
2020-09-30 00:00:00-04:00,177.7100067,178.6100006,176.6600037,177.1199951,8371800,0,0,0
2020-10-01 00:00:00-04:00,178.7100067,179.5,178.0399933,178.6999969,10402800,0,0,0
2020-10-02 00:00:00-04:00,178.6900024,179.2899933,178.1600037,178.5399933,7488500,0,0,0
2020-10-05 00:00:00-04:00,179.0200043,180.1399994,178.8999939,179.4100037,6969600,0,0,0
2020-10-06 00:00:00-04:00,180.1600037,180.3699951,177.0500031,177.3000031,8632800,0,0,0
2020-10-07 00:00:00-04:00,177.0899963,177.4199982,176.4299927,177.2200012,6410900,0,0,0
2020-10-08 00:00:00-04:00,178.1799927,178.4499969,176.6699982,177.8500061,6530800,0,0,0
2020-10-09 00:00:00-04:00,180.1300049,181.1699982,179.9299927,181.0800018,15979800,0,0,0
2020-10-12 00:00:00-04:00,180.5700073,180.8300018,180.1900024,180.5599976,4843000,0,0,0
2020-10-13 00:00:00-04:00,178.5599976,178.6000061,177.1000061,177.7200012,8384300,0,0,0
2020-10-14 00:00:00-04:00,179.0899963,179.5899963,178.2700043,178.2700043,9076600,0,0,0
2020-10-15 00:00:00-04:00,177.7100067,179.1499939,177.5899963,178.9199982,6815400,0,0,0
2020-10-16 00:00:00-04:00,179.2200012,179.3200073,178.1300049,178.3000031,7260700,0,0,0
2020-10-19 00:00:00-04:00,179.4100037,179.4799957,178.3699951,178.3899994,6084400,0,0,0
2020-10-20 00:00:00-04:00,178.5399933,179.6699982,178.0800018,179.25,7121400,0,0,0
2020-10-21 00:00:00-04:00,180.4700012,181.3099976,180.2299957,180.6000061,7548100,0,0,0
2020-10-22 00:00:00-04:00,178.8800049,179.0299988,177.7200012,178.8300018,8377000,0,0,0
2020-10-23 00:00:00-04:00,179.0899963,179.1999969,177.7599945,178.6399994,5919300,0,0,0
2020-10-26 00:00:00-04:00,178.75,179.1399994,178.2200012,178.5500031,5105100,0,0,0
2020-10-27 00:00:00-04:00,178.7100067,179.4299927,178.5099945,179.0200043,5826900,0,0,0
2020-10-28 00:00:00-04:00,176.4499969,176.8500061,175.4400024,176.1300049,11734100,0,0,0
2020-10-29 00:00:00-04:00,175.0200043,176.1399994,174.8300018,175.3999939,8474500,0,0,0
2020-10-30 00:00:00-04:00,177.1799927,177.3600006,175.9499969,176.1999969,7303000,0,0,0
2020-11-02 00:00:00-05:00,177.4499969,177.9299927,177.1300049,177.9100037,6498400,0,0,0
2020-11-03 00:00:00-05:00,178.9499969,179.3899994,178.3000031,178.9199982,7577200,0,0,0
2020-11-04 00:00:00-05:00,178.9299927,179.1900024,177.6600037,178.8200073,11117300,0,0,0
2020-11-05 00:00:00-05:00,181,183.2899933,180.9700012,182.9299927,16102800,0,0,0
2020-11-06 00:00:00-05:00,183.3999939,183.5299988,182.1900024,183.1900024,10378300,0,0,0
2020-11-09 00:00:00-05:00,176.4199982,176.4499969,173.6399994,175.0800018,29800700,0,0,0
2020-11-10 00:00:00-05:00,176.75,176.9100037,175.6600037,175.6600037,11728500,0,0,0
2020-11-11 00:00:00-05:00,174.6999969,175.2799988,174.4400024,174.8999939,9008500,0,0,0
2020-11-12 00:00:00-05:00,176.0399933,176.7700043,175.8399963,175.9600067,7167900,0,0,0
2020-11-13 00:00:00-05:00,177.6499939,177.8000031,176.8399963,177.1600037,6469800,0,0,0
2020-11-16 00:00:00-05:00,177.2299957,177.9100037,176.8699951,177.1499939,8358500,0,0,0
2020-11-17 00:00:00-05:00,177.25,177.4400024,176.0899963,176.5,8229100,0,0,0
2020-11-18 00:00:00-05:00,176.2599945,176.8600006,175.3500061,175.4900055,7384700,0,0,0
2020-11-19 00:00:00-05:00,174.3000031,175.2200012,174.1699982,175.1600037,6965100,0,0,0
2020-11-20 00:00:00-05:00,176.1199951,176.3800049,175.5800018,175.6900024,6379400,0,0,0
2020-11-23 00:00:00-05:00,175.1000061,175.2400055,171.7799988,172.2299957,15510600,0,0,0
2020-11-24 00:00:00-05:00,169.3000031,169.6900024,168.8600006,169.5899963,19504000,0,0,0
2020-11-25 00:00:00-05:00,169.9799957,170.5200043,169.2400055,169.5099945,10286600,0,0,0
2020-11-27 00:00:00-05:00,166.8999939,167.8300018,166.7799988,167.7899933,10569100,0,0,0
2020-11-30 00:00:00-05:00,166.6799927,167.4299927,166.0299988,166.6699982,13210000,0,0,0
2020-12-01 00:00:00-05:00,169.7599945,170.4799957,169.3000031,170.1799927,13533300,0,0,0
2020-12-02 00:00:00-05:00,170.5700073,171.7599945,170.1499939,171.4600067,9199700,0,0,0
2020-12-03 00:00:00-05:00,172.6399994,172.8500061,171.0800018,172.8099976,10457300,0,0,0
2020-12-04 00:00:00-05:00,172.7799988,173.3200073,171.5899963,172.3200073,10098600,0,0,0
2020-12-07 00:00:00-05:00,172.5599976,175.2899933,172.5099945,174.8899994,10555100,0,0,0
2020-12-08 00:00:00-05:00,175.5099945,175.9299927,174.7200012,175.5,6348400,0,0,0
2020-12-09 00:00:00-05:00,173.9199982,174.0399933,171.2400055,172.5,10743200,0,0,0
2020-12-10 00:00:00-05:00,172.8999939,173.5800018,171.6999969,172.1699982,6564000,0,0,0
2020-12-11 00:00:00-05:00,172.25,173.3200073,172.1100006,172.4900055,6084800,0,0,0
2020-12-14 00:00:00-05:00,171.9100037,172.5200043,170.9100037,171.5399933,7644400,0,0,0
